area,bedrooms,location,price
161,0,"Quận Phú Nhuận, Hồ Chí Minh",50
38,5,"Quận Phú Nhuận, Hồ Chí Minh",10.7
60,4,"Quận Phú Nhuận, Hồ Chí Minh",10.9
50,4,"Quận Phú Nhuận, Hồ Chí Minh",7.9
40,3,"Quận Phú Nhuận, Hồ Chí Minh",8.2
103.9,3,"Quận Phú Nhuận, Hồ Chí Minh",8.4
100,5,"Quận Phú Nhuận, Hồ Chí Minh",6.87
34,3,"Quận Phú Nhuận, Hồ Chí Minh",6.9
76,5,"Quận Phú Nhuận, Hồ Chí Minh",20.5
40,0,"Quận Phú Nhuận, Hồ Chí Minh",9.8
45,2,"Quận Phú Nhuận, Hồ Chí Minh",9.3
45,0,"Quận Phú Nhuận, Hồ Chí Minh",9.3
30,4,"Quận Phú Nhuận, Hồ Chí Minh",7.6
63,4,"Quận Phú Nhuận, Hồ Chí Minh",9.98
76,0,"Quận Phú Nhuận, Hồ Chí Minh",18
26,4,"Quận Phú Nhuận, Hồ Chí Minh",7.9
150,4,"Quận Phú Nhuận, Hồ Chí Minh",7.9
89,8,"Quận Phú Nhuận, Hồ Chí Minh",33
150,0,"Quận Phú Nhuận, Hồ Chí Minh",25.5
59,5,"Quận Phú Nhuận, Hồ Chí Minh",8.2
418,68,"Quận Phú Nhuận, Hồ Chí Minh",5.2
418,68,"Quận Phú Nhuận, Hồ Chí Minh",55
48,4,"Quận Phú Nhuận, Hồ Chí Minh",10
85,3,"Quận Phú Nhuận, Hồ Chí Minh",9.5
85,6,"Quận Phú Nhuận, Hồ Chí Minh",12.9
97.4,5,"Quận Phú Nhuận, Hồ Chí Minh",35
57.4,4,"Quận Phú Nhuận, Hồ Chí Minh",3.33
39,2,"Quận Phú Nhuận, Hồ Chí Minh",6.3
48,4,"Quận Phú Nhuận, Hồ Chí Minh",7.5
450,0,"Quận Phú Nhuận, Hồ Chí Minh",110
123,8,"Quận Phú Nhuận, Hồ Chí Minh",30
63,4,"Quận Phú Nhuận, Hồ Chí Minh",2.25
59,5,"Quận Phú Nhuận, Hồ Chí Minh",9.9
100,6,"Quận Phú Nhuận, Hồ Chí Minh",7.2
48,3,"Quận Phú Nhuận, Hồ Chí Minh",2.9
120,3,"Quận Phú Nhuận, Hồ Chí Minh",16.5
40,3,"Quận Phú Nhuận, Hồ Chí Minh",2.5
44,3,"Quận Phú Nhuận, Hồ Chí Minh",6.8
65,6,"Quận Phú Nhuận, Hồ Chí Minh",19.9
50,3,"Quận Phú Nhuận, Hồ Chí Minh",10.7
60,5,"Quận Phú Nhuận, Hồ Chí Minh",9.9
40,3,"Quận Phú Nhuận, Hồ Chí Minh",6.4
45,3,"Quận Phú Nhuận, Hồ Chí Minh",6.9
470,0,"Quận Phú Nhuận, Hồ Chí Minh",95
80,4,"Quận Phú Nhuận, Hồ Chí Minh",11.9
56,0,"Quận Phú Nhuận, Hồ Chí Minh",12
56,3,"Quận Phú Nhuận, Hồ Chí Minh",12
90,0,"Quận Phú Nhuận, Hồ Chí Minh",34
50,2,"Quận Phú Nhuận, Hồ Chí Minh",8.8
85,3,"Quận Phú Nhuận, Hồ Chí Minh",15
52,8,"Quận Phú Nhuận, Hồ Chí Minh",12.5
15,0,"Quận Phú Nhuận, Hồ Chí Minh",2.6
45,1,"Quận Phú Nhuận, Hồ Chí Minh",8.6
15,2,"Quận Phú Nhuận, Hồ Chí Minh",2.6
27,2,"Quận Phú Nhuận, Hồ Chí Minh",6.5
49.2,4,"Quận Phú Nhuận, Hồ Chí Minh",2.35
52,2,"Quận Phú Nhuận, Hồ Chí Minh",5.68
38,3,"Quận Phú Nhuận, Hồ Chí Minh",5.95
38,3,"Quận Phú Nhuận, Hồ Chí Minh",7.3
47,4,"Quận Phú Nhuận, Hồ Chí Minh",12.98
55.7,4,"Quận Phú Nhuận, Hồ Chí Minh",12.9
65,0,"Quận Phú Nhuận, Hồ Chí Minh",15.5
95,4,"Quận Phú Nhuận, Hồ Chí Minh",12.6
72,4,"Quận Phú Nhuận, Hồ Chí Minh",6.33
45,1,"Quận Phú Nhuận, Hồ Chí Minh",8.8
61,4,"Quận Phú Nhuận, Hồ Chí Minh",11
47,3,"Quận Phú Nhuận, Hồ Chí Minh",8.6
45,3,"Quận Phú Nhuận, Hồ Chí Minh",9.75
37,5,"Quận Phú Nhuận, Hồ Chí Minh",11
37,0,"Quận Phú Nhuận, Hồ Chí Minh",11
45,4,"Quận Phú Nhuận, Hồ Chí Minh",13.4
65,3,"Quận Phú Nhuận, Hồ Chí Minh",12.9
49,4,"Quận Phú Nhuận, Hồ Chí Minh",8.5
48,4,"Quận Phú Nhuận, Hồ Chí Minh",8.7
58,4,"Quận Phú Nhuận, Hồ Chí Minh",9.75
160,0,"Quận Phú Nhuận, Hồ Chí Minh",45
160,4,"Quận Phú Nhuận, Hồ Chí Minh",45
55,0,"Quận Phú Nhuận, Hồ Chí Minh",12.5
650,0,"Quận Phú Nhuận, Hồ Chí Minh",100
53,6,"Quận Phú Nhuận, Hồ Chí Minh",9.9
230,5,"Quận Phú Nhuận, Hồ Chí Minh",42
63,4,"Quận Phú Nhuận, Hồ Chí Minh",12.5
110,3,"Quận Phú Nhuận, Hồ Chí Minh",33
74,5,"Quận Phú Nhuận, Hồ Chí Minh",21
85,5,"Quận Phú Nhuận, Hồ Chí Minh",15
86,9,"Quận Phú Nhuận, Hồ Chí Minh",15.9
45,2,"Quận Phú Nhuận, Hồ Chí Minh",17.5
40,6,"Quận Phú Nhuận, Hồ Chí Minh",8.5
56,6,"Quận Phú Nhuận, Hồ Chí Minh",10.5
233,5,"Quận Phú Nhuận, Hồ Chí Minh",46
98,7,"Quận Phú Nhuận, Hồ Chí Minh",20.5
145,7,"Quận Phú Nhuận, Hồ Chí Minh",23
35,5,"Quận Phú Nhuận, Hồ Chí Minh",8.8
92,4,"Quận Phú Nhuận, Hồ Chí Minh",13
61,5,"Quận Phú Nhuận, Hồ Chí Minh",13.5
61,4,"Quận Phú Nhuận, Hồ Chí Minh",26.5
156,4,"Quận Phú Nhuận, Hồ Chí Minh",43
33,2,"Quận Phú Nhuận, Hồ Chí Minh",6.29
240,10,"Quận Phú Nhuận, Hồ Chí Minh",59
87.3,6,"Quận Phú Nhuận, Hồ Chí Minh",25.8
39,2,"Quận Phú Nhuận, Hồ Chí Minh",6.1
40,4,"Quận Phú Nhuận, Hồ Chí Minh",8.5
107,5,"Quận Phú Nhuận, Hồ Chí Minh",22
50,3,"Quận Tân Bình, Hồ Chí Minh",5.2
112,0,"Quận Phú Nhuận, Hồ Chí Minh",23.5
48,2,"Quận Phú Nhuận, Hồ Chí Minh",3.15
60,4,"Quận Phú Nhuận, Hồ Chí Minh",3.19
50,5,"Quận Phú Nhuận, Hồ Chí Minh",12
63,5,"Quận Phú Nhuận, Hồ Chí Minh",16
56,5,"Quận Phú Nhuận, Hồ Chí Minh",12.9
83,6,"Quận Phú Nhuận, Hồ Chí Minh",12.6
188,0,"Quận Phú Nhuận, Hồ Chí Minh",60
90,3,"Quận Phú Nhuận, Hồ Chí Minh",36
56,5,"Quận Phú Nhuận, Hồ Chí Minh",9
210,6,"Quận Phú Nhuận, Hồ Chí Minh",36
144,6,"Quận Phú Nhuận, Hồ Chí Minh",57
43,5,"Quận Phú Nhuận, Hồ Chí Minh",11.2
54.4,3,"Quận Phú Nhuận, Hồ Chí Minh",7
40,0,"Quận Phú Nhuận, Hồ Chí Minh",14.5
56,4,"Quận Phú Nhuận, Hồ Chí Minh",12.9
95,0,"Quận Phú Nhuận, Hồ Chí Minh",33
150,14,"Quận Phú Nhuận, Hồ Chí Minh",37.5
81,4,"Quận Phú Nhuận, Hồ Chí Minh",15
38,4,"Quận Phú Nhuận, Hồ Chí Minh",9.9
61,4,"Quận Phú Nhuận, Hồ Chí Minh",10.9
47,4,"Quận Phú Nhuận, Hồ Chí Minh",9.5
26,4,"Quận Phú Nhuận, Hồ Chí Minh",7.7
84,3,"Quận Phú Nhuận, Hồ Chí Minh",14.8
180,5,"Quận Phú Nhuận, Hồ Chí Minh",41
80,4,"Quận Phú Nhuận, Hồ Chí Minh",4.89
70,0,"Quận Phú Nhuận, Hồ Chí Minh",11
187,0,"Quận Phú Nhuận, Hồ Chí Minh",51
50,2,"Quận Phú Nhuận, Hồ Chí Minh",1.99
55,3,"Quận Phú Nhuận, Hồ Chí Minh",3.5
53.7,4,"Quận Phú Nhuận, Hồ Chí Minh",3.62
200,5,"Quận 3, Hồ Chí Minh",74
31,4,"Quận Phú Nhuận, Hồ Chí Minh",7
65,5,"Quận Phú Nhuận, Hồ Chí Minh",12.7
80,8,"Quận Phú Nhuận, Hồ Chí Minh",12.9
170,0,"Quận Phú Nhuận, Hồ Chí Minh",39
85,5,"Quận Phú Nhuận, Hồ Chí Minh",22.4
85.5,5,"Quận Phú Nhuận, Hồ Chí Minh",22.4
66,0,"Quận Phú Nhuận, Hồ Chí Minh",15.8
42,3,"Quận Phú Nhuận, Hồ Chí Minh",8.6
50,0,"Quận Phú Nhuận, Hồ Chí Minh",10.5
94,4,"Quận Phú Nhuận, Hồ Chí Minh",15.5
54,4,"Quận Phú Nhuận, Hồ Chí Minh",3.15
36,5,"Quận Phú Nhuận, Hồ Chí Minh",8.15
62,4,"Quận Phú Nhuận, Hồ Chí Minh",12.5
42,3,"Quận Phú Nhuận, Hồ Chí Minh",9.75
90,5,"Quận Phú Nhuận, Hồ Chí Minh",15
605,4,"Quận Phú Nhuận, Hồ Chí Minh",13.5
30,3,"Quận Phú Nhuận, Hồ Chí Minh",4.95
56,3,"Quận Phú Nhuận, Hồ Chí Minh",8
48,4,"Quận Phú Nhuận, Hồ Chí Minh",5.2
61,4,"Quận Phú Nhuận, Hồ Chí Minh",26.3
17,2,"Quận Phú Nhuận, Hồ Chí Minh",2.98
66,4,"Quận Phú Nhuận, Hồ Chí Minh",19.9
24,0,"Quận Phú Nhuận, Hồ Chí Minh",6.8
65,0,"Quận Phú Nhuận, Hồ Chí Minh",13.5
63,5,"Quận Phú Nhuận, Hồ Chí Minh",14
61,2,"Quận Phú Nhuận, Hồ Chí Minh",12.5
102,6,"Quận Phú Nhuận, Hồ Chí Minh",21
61,2,"Quận Phú Nhuận, Hồ Chí Minh",6.4
84.5,5,"Quận Phú Nhuận, Hồ Chí Minh",15
42,3,"Quận Phú Nhuận, Hồ Chí Minh",9.3
63,4,"Quận Phú Nhuận, Hồ Chí Minh",5.01
57,5,"Quận Phú Nhuận, Hồ Chí Minh",12.8
46,3,"Quận Phú Nhuận, Hồ Chí Minh",9
56,4,"Quận Phú Nhuận, Hồ Chí Minh",9
95,3,"Quận Phú Nhuận, Hồ Chí Minh",23
110,0,"Quận Phú Nhuận, Hồ Chí Minh",16
62,4,"Quận Phú Nhuận, Hồ Chí Minh",11.5
60,4,"Quận Phú Nhuận, Hồ Chí Minh",13.95
40,2,"Quận Phú Nhuận, Hồ Chí Minh",2.2
79,0,"Quận Phú Nhuận, Hồ Chí Minh",26
84,5,"Quận Phú Nhuận, Hồ Chí Minh",15
87,4,"Quận Phú Nhuận, Hồ Chí Minh",5.1
52,3,"Quận Phú Nhuận, Hồ Chí Minh",3.9
38,3,"Quận Phú Nhuận, Hồ Chí Minh",2.9
115,2,"Quận Phú Nhuận, Hồ Chí Minh",6.5
96,3,"Quận Phú Nhuận, Hồ Chí Minh",8
95,2,"Quận Phú Nhuận, Hồ Chí Minh",5.4
120,3,"Quận Phú Nhuận, Hồ Chí Minh",10.5
95,3,"Quận Phú Nhuận, Hồ Chí Minh",8.4
120,3,"Quận Phú Nhuận, Hồ Chí Minh",11
37,3,"Quận Phú Nhuận, Hồ Chí Minh",5
96,3,"Quận Phú Nhuận, Hồ Chí Minh",8.5
53,4,"Quận Phú Nhuận, Hồ Chí Minh",9.6
86,9,"Quận Phú Nhuận, Hồ Chí Minh",15.5
25,2,"Quận Phú Nhuận, Hồ Chí Minh",7.39
124,4,"Quận Phú Nhuận, Hồ Chí Minh",26.8
323,2,"Quận Phú Nhuận, Hồ Chí Minh",5.25
79,10,"Quận Phú Nhuận, Hồ Chí Minh",19.99
79,10,"Quận Phú Nhuận, Hồ Chí Minh",19.9
57,6,"Quận Phú Nhuận, Hồ Chí Minh",11.4
56,6,"Quận Phú Nhuận, Hồ Chí Minh",10.9
79,4,"Quận Phú Nhuận, Hồ Chí Minh",18.5
71.64,3,"Quận Phú Nhuận, Hồ Chí Minh",10.5
335,5,"Quận Phú Nhuận, Hồ Chí Minh",8.15
26,2,"Quận Phú Nhuận, Hồ Chí Minh",5
169,12,"Quận Tân Bình, Hồ Chí Minh",26.8
62,3,"Quận 12, Hồ Chí Minh",3.26
64,3,"Quận 2, Hồ Chí Minh",2.64
160,8,"Quận Tân Bình, Hồ Chí Minh",36
51,3,"Quận Bình Thạnh, Hồ Chí Minh",3.62
53,3,"Quận Phú Nhuận, Hồ Chí Minh",3.41
48,3,"Quận Gò Vấp, Hồ Chí Minh",3.2
53,3,"Quận Phú Nhuận, Hồ Chí Minh",3.81
48,4,"Quận Phú Nhuận, Hồ Chí Minh",3.15
377,8,"Quận 10, Hồ Chí Minh",75
204.6,12,"Quận 1, Hồ Chí Minh",239
224,8,"Quận 10, Hồ Chí Minh",13
300,8,"Quận 1, Hồ Chí Minh",33.9
175,3,"Quận 3, Hồ Chí Minh",36.5
76,5,"Quận 1, Hồ Chí Minh",78
747,12,"Quận 3, Hồ Chí Minh",220
160,5,"Quận 1, Hồ Chí Minh",98
200,5,"Quận 7, Hồ Chí Minh",24
60,5,"Quận Bình Tân, Hồ Chí Minh",7.25
81,5,"Quận Phú Nhuận, Hồ Chí Minh",4.8
72,5,"Quận Tân Bình, Hồ Chí Minh",10.5
90,9,"Quận Tân Bình, Hồ Chí Minh",13.9
224,1,"Quận Tân Bình, Hồ Chí Minh",32.5
62,4,"Quận 3, Hồ Chí Minh",5.87
85,4,"Quận Tân Bình, Hồ Chí Minh",6.25
53,4,"Quận 10, Hồ Chí Minh",4.25
90,4,"Quận 12, Hồ Chí Minh",6.5
72,6,"Quận Bình Thạnh, Hồ Chí Minh",18.5
204,5,"Quận Bình Thạnh, Hồ Chí Minh",52
329,2,"Quận Bình Thạnh, Hồ Chí Minh",39
200,2,"Quận Bình Thạnh, Hồ Chí Minh",36
25,2,"Quận 3, Hồ Chí Minh",7
108,3,"Quận Bình Tân, Hồ Chí Minh",5.75
70,4,"Quận Phú Nhuận, Hồ Chí Minh",22.5
347,70,"Quận Tân Phú, Hồ Chí Minh",27.999
86,11,"Quận Tân Bình, Hồ Chí Minh",15.9
74,5,"Quận 1, Hồ Chí Minh",35
160,10,"Quận 3, Hồ Chí Minh",179
47,4,"Quận Bình Thạnh, Hồ Chí Minh",16
72,1,"Quận 6, Hồ Chí Minh",5.2
1275,6,"Quận Bình Thạnh, Hồ Chí Minh",330
600,18,"Quận 1, Hồ Chí Minh",900
80,5,"Quận 1, Hồ Chí Minh",37
109,5,"Quận Tân Bình, Hồ Chí Minh",27.5
102,2,"Quận Tân Bình, Hồ Chí Minh",24
121,5,"Quận Tân Bình, Hồ Chí Minh",32
91,3,"Quận Tân Bình, Hồ Chí Minh",15
400,5,"Quận 3, Hồ Chí Minh",85
70,4,"Quận Bình Thạnh, Hồ Chí Minh",5.67
175,11,"Quận 3, Hồ Chí Minh",110
55,5,"Quận Phú Nhuận, Hồ Chí Minh",22.5
100,6,"Quận 7, Hồ Chí Minh",9.5
90,1,"Quận 2, Hồ Chí Minh",4.8
63,3,"Quận Phú Nhuận, Hồ Chí Minh",5.38
61,6,"Quận 10, Hồ Chí Minh",13
43,2,"Quận Bình Thạnh, Hồ Chí Minh",10.2
90,5,"Quận 3, Hồ Chí Minh",4.85
88.4,4,"Quận Phú Nhuận, Hồ Chí Minh",5.88
123,4,"Quận 7, Hồ Chí Minh",7.29
60,4,"Quận 3, Hồ Chí Minh",5.995
74,5,"Quận 5, Hồ Chí Minh",5.54
72,5,"Quận Tân Bình, Hồ Chí Minh",5.11
85,4,"Quận 1, Hồ Chí Minh",4.2
44,4,"Quận 1, Hồ Chí Minh",7.68
68,4,"Quận 3, Hồ Chí Minh",6.39
75,3,"Quận Bình Thạnh, Hồ Chí Minh",5.15
80,5,"Quận Phú Nhuận, Hồ Chí Minh",6.79
76,5,"Quận Phú Nhuận, Hồ Chí Minh",5.42
77,5,"Quận Gò Vấp, Hồ Chí Minh",5.26
59,0,"Quận 1, Hồ Chí Minh",5.5
63,3,"Quận 10, Hồ Chí Minh",5.49
50,3,"Quận 2, Hồ Chí Minh",4.6
75,5,"Quận Tân Bình, Hồ Chí Minh",4.66
85,6,"Quận 3, Hồ Chí Minh",5.75
56,5,"Quận Phú Nhuận, Hồ Chí Minh",5.15
27,3,"Quận 7, Hồ Chí Minh",4.2
26,3,"Quận 7, Hồ Chí Minh",4.2
73,3,"Quận Bình Thạnh, Hồ Chí Minh",16.2
370,6,"Quận 1, Hồ Chí Minh",4.5
67.6,4,"Quận Bình Thạnh, Hồ Chí Minh",12.8
72,4,"Quận Bình Tân, Hồ Chí Minh",5
64,4,"Quận Phú Nhuận, Hồ Chí Minh",3.45
144,8,"Quận Tân Bình, Hồ Chí Minh",27
60,3,"Quận 3, Hồ Chí Minh",19
90,13,"Quận 1, Hồ Chí Minh",35.5
240,2,"Quận Tân Bình, Hồ Chí Minh",34
240,1,"Quận Tân Bình, Hồ Chí Minh",35
47,2,"Quận 2, Hồ Chí Minh",2.39
235,4,"Quận Bình Thạnh, Hồ Chí Minh",54
35,2,"Quận Bình Tân, Hồ Chí Minh",3.49
56,4,"Quận Tân Bình, Hồ Chí Minh",9.5
80,10,"Quận 5, Hồ Chí Minh",40
60,10,"Quận 1, Hồ Chí Minh",40
99,2,"Quận 2, Hồ Chí Minh",5
90,4,"Quận Tân Bình, Hồ Chí Minh",11.999
300,60,"Quận Gò Vấp, Hồ Chí Minh",45
90,15,"Quận Tân Bình, Hồ Chí Minh",16.2
42,2,"Quận Bình Tân, Hồ Chí Minh",4.45
42,2,"Quận 2, Hồ Chí Minh",2.9
68,3,"Quận 2, Hồ Chí Minh",5.7
56,2,"Quận 2, Hồ Chí Minh",4.05
103,1,"Quận 2, Hồ Chí Minh",3.95
140,5,"Quận Gò Vấp, Hồ Chí Minh",8.1
108,4,"Quận 6, Hồ Chí Minh",20
223,5,"Quận 2, Hồ Chí Minh",55
78,3,"Quận Tân Phú, Hồ Chí Minh",7.6
100,5,"Quận Bình Tân, Hồ Chí Minh",8.8
48,4,"Quận 1, Hồ Chí Minh",13.5
90,4,"Huyện Nhà Bè, Hồ Chí Minh",2.12
26,2,"Huyện Nhà Bè, Hồ Chí Minh",1.1
47,3,"Quận Bình Thạnh, Hồ Chí Minh",5
216,32,"Quận 1, Hồ Chí Minh",39
90,3,"Quận Tân Phú, Hồ Chí Minh",7.9
32,3,"Quận Phú Nhuận, Hồ Chí Minh",4.92
42,3,"Quận Phú Nhuận, Hồ Chí Minh",6.39
40,4,"Quận Bình Thạnh, Hồ Chí Minh",6.85
160,6,"Quận Tân Phú, Hồ Chí Minh",16.5
35,3,"Quận Tân Bình, Hồ Chí Minh",5.6
100,2,"Quận Tân Bình, Hồ Chí Minh",10
50,2,"Quận Tân Bình, Hồ Chí Minh",7.49
78,0,"Quận Tân Phú, Hồ Chí Minh",9.9
14,2,"Quận 3, Hồ Chí Minh",1.89
36,2,"Quận Gò Vấp, Hồ Chí Minh",3.65
120,6,"Quận 12, Hồ Chí Minh",7.5
48,2,"Quận Gò Vấp, Hồ Chí Minh",5.1
128,4,"Quận 12, Hồ Chí Minh",5.7
60,4,"Quận Gò Vấp, Hồ Chí Minh",4.95
108,6,"Quận 12, Hồ Chí Minh",5.3
99,3,"Quận Gò Vấp, Hồ Chí Minh",5.8
99,2,"Quận 9, Hồ Chí Minh",5.9
73,5,"Quận Bình Tân, Hồ Chí Minh",6.9
404,6,"Quận Bình Thạnh, Hồ Chí Minh",170
60,4,"Quận 12, Hồ Chí Minh",5.95
56,4,"Quận Bình Tân, Hồ Chí Minh",5.95
330,5,"Quận 1, Hồ Chí Minh",180
168,12,"Quận Bình Thạnh, Hồ Chí Minh",57
190,4,"Quận 1, Hồ Chí Minh",98
73,2,"Quận Tân Bình, Hồ Chí Minh",11.9
128,4,"Quận Tân Bình, Hồ Chí Minh",21
35,2,"Quận Tân Bình, Hồ Chí Minh",4.3
36,3,"Quận Tân Bình, Hồ Chí Minh",5.6
86,3,"Quận Tân Bình, Hồ Chí Minh",5.35
87.5,6,"Quận Tân Bình, Hồ Chí Minh",11.6
40,4,"Quận Tân Bình, Hồ Chí Minh",5.75
50,5,"Quận Tân Bình, Hồ Chí Minh",7.6
70,5,"Quận Tân Bình, Hồ Chí Minh",10.5
48,2,"Quận Tân Bình, Hồ Chí Minh",4.98
66,4,"Quận Tân Phú, Hồ Chí Minh",7
60,7,"Quận Tân Phú, Hồ Chí Minh",10.5
80,3,"Quận Tân Bình, Hồ Chí Minh",12.4
64,4,"Quận Tân Phú, Hồ Chí Minh",9.5
100,5,"Quận Tân Phú, Hồ Chí Minh",12.5
61,2,"Quận Tân Bình, Hồ Chí Minh",9.5
61,0,"Quận Tân Bình, Hồ Chí Minh",9.5
120,6,"Quận Tân Bình, Hồ Chí Minh",14.3
56,3,"Quận Tân Bình, Hồ Chí Minh",10.5
80,8,"Quận Tân Bình, Hồ Chí Minh",10.5
64,6,"Quận Tân Bình, Hồ Chí Minh",13.9
72,4,"Quận Tân Bình, Hồ Chí Minh",10.5
83,5,"Quận Tân Bình, Hồ Chí Minh",9.5
52,4,"Quận Tân Bình, Hồ Chí Minh",5.25
60,7,"Quận Tân Bình, Hồ Chí Minh",10.9
83,2,"Quận Tân Bình, Hồ Chí Minh",11.5
70,3,"Quận Tân Bình, Hồ Chí Minh",13.9
80,8,"Quận Tân Bình, Hồ Chí Minh",11.8
80,2,"Quận Tân Bình, Hồ Chí Minh",11
60,4,"Quận Tân Bình, Hồ Chí Minh",7.8
80,3,"Quận Tân Bình, Hồ Chí Minh",7.5
90,3,"Quận Tân Bình, Hồ Chí Minh",8.5
83,0,"Quận Tân Bình, Hồ Chí Minh",10.7
170,10,"Quận Tân Bình, Hồ Chí Minh",25
146,4,"Quận Tân Bình, Hồ Chí Minh",25
72,13,"Quận Tân Bình, Hồ Chí Minh",36.5
106,4,"Quận Tân Bình, Hồ Chí Minh",26.7
90.5,2,"Quận Tân Bình, Hồ Chí Minh",8.8
240,6,"Quận Tân Bình, Hồ Chí Minh",108
123,5,"Quận Tân Bình, Hồ Chí Minh",21
118,8,"Quận Tân Bình, Hồ Chí Minh",20.1
147,33,"Quận Tân Bình, Hồ Chí Minh",43
77.7,5,"Quận Tân Bình, Hồ Chí Minh",11.5
78,5,"Quận Tân Bình, Hồ Chí Minh",11.5
24,3,"Quận Tân Bình, Hồ Chí Minh",5.2
56,6,"Quận Tân Bình, Hồ Chí Minh",15.5
29,3,"Quận Tân Bình, Hồ Chí Minh",5.95
39,4,"Quận Tân Bình, Hồ Chí Minh",7
23,3,"Quận Tân Bình, Hồ Chí Minh",4.55
110,4,"Quận Tân Bình, Hồ Chí Minh",13.3
65,4,"Quận Tân Bình, Hồ Chí Minh",8.8
61,5,"Quận Tân Bình, Hồ Chí Minh",14.5
49,3,"Quận Tân Bình, Hồ Chí Minh",4.2
94,3,"Quận Tân Bình, Hồ Chí Minh",12
61,4,"Quận Tân Bình, Hồ Chí Minh",14
22,2,"Quận Tân Bình, Hồ Chí Minh",3.88
127,16,"Quận Tân Bình, Hồ Chí Minh",17
60.8,5,"Quận Tân Bình, Hồ Chí Minh",9.5
120,5,"Quận Tân Bình, Hồ Chí Minh",33
32,2,"Quận Tân Bình, Hồ Chí Minh",4.39
759,27,"Quận Tân Bình, Hồ Chí Minh",65
68,3,"Quận Tân Bình, Hồ Chí Minh",3.09
68,4,"Quận Tân Bình, Hồ Chí Minh",2.8
107,3,"Quận Tân Bình, Hồ Chí Minh",17.5
41,3,"Quận Tân Bình, Hồ Chí Minh",6
79,2,"Quận Tân Bình, Hồ Chí Minh",5.4
40,2,"Quận Tân Bình, Hồ Chí Minh",3.8
50,4,"Quận Tân Bình, Hồ Chí Minh",7.99
72,4,"Quận Tân Bình, Hồ Chí Minh",3.55
68,4,"Quận Tân Bình, Hồ Chí Minh",2.66
18,1,"Quận Tân Bình, Hồ Chí Minh",2.65
60,4,"Quận Tân Bình, Hồ Chí Minh",8.3
100,9,"Quận Tân Bình, Hồ Chí Minh",21.9
49.3,2,"Quận Tân Bình, Hồ Chí Minh",1.95
44,5,"Quận Tân Bình, Hồ Chí Minh",8
42,5,"Quận Tân Bình, Hồ Chí Minh",8
101,7,"Quận Tân Bình, Hồ Chí Minh",8
22,3,"Quận Tân Bình, Hồ Chí Minh",2.75
58,4,"Quận Tân Bình, Hồ Chí Minh",9
100,5,"Quận Tân Bình, Hồ Chí Minh",16
61.3,3,"Quận Tân Bình, Hồ Chí Minh",2.1
45,3,"Quận Tân Bình, Hồ Chí Minh",7.65
45,4,"Quận Tân Bình, Hồ Chí Minh",8.45
54,5,"Quận Tân Bình, Hồ Chí Minh",8.25
60,3,"Quận Tân Bình, Hồ Chí Minh",8.25
68,4,"Quận Tân Bình, Hồ Chí Minh",7.65
50,4,"Quận Tân Bình, Hồ Chí Minh",7.35
45,4,"Quận Tân Bình, Hồ Chí Minh",8
45,5,"Quận Tân Bình, Hồ Chí Minh",6.95
45,2,"Quận Tân Bình, Hồ Chí Minh",7.8
60,4,"Quận Tân Bình, Hồ Chí Minh",6
45,4,"Quận Tân Bình, Hồ Chí Minh",8.5
50,4,"Quận Tân Bình, Hồ Chí Minh",9.5
40,2,"Quận Tân Bình, Hồ Chí Minh",5.8
68,3,"Quận Tân Bình, Hồ Chí Minh",7.3
64,4,"Quận Tân Bình, Hồ Chí Minh",7.4
60,4,"Quận Tân Bình, Hồ Chí Minh",6.8
45,4,"Quận Tân Bình, Hồ Chí Minh",7.5
65,4,"Quận Tân Bình, Hồ Chí Minh",7.6
50,4,"Quận Tân Bình, Hồ Chí Minh",8.4
50,4,"Quận Tân Bình, Hồ Chí Minh",8.3
60,4,"Quận Tân Bình, Hồ Chí Minh",8
55,4,"Quận Tân Bình, Hồ Chí Minh",7.8
65,4,"Quận Tân Bình, Hồ Chí Minh",12.5
68,4,"Quận Tân Bình, Hồ Chí Minh",11.8
64,4,"Quận Tân Bình, Hồ Chí Minh",10.25
110,8,"Quận Tân Bình, Hồ Chí Minh",10.5
66,6,"Quận Tân Bình, Hồ Chí Minh",7.99
232,6,"Quận Tân Bình, Hồ Chí Minh",23
53,3,"Quận Tân Bình, Hồ Chí Minh",5.69
100,4,"Quận Tân Bình, Hồ Chí Minh",9.75
75,4,"Quận Tân Bình, Hồ Chí Minh",12
85,4,"Quận Tân Bình, Hồ Chí Minh",15
50,3,"Quận Tân Bình, Hồ Chí Minh",9
60,4,"Quận Tân Bình, Hồ Chí Minh",9
67.5,4,"Quận Tân Bình, Hồ Chí Minh",9.5
60,4,"Quận Tân Bình, Hồ Chí Minh",7.9
75,4,"Quận Tân Bình, Hồ Chí Minh",13.5
55,4,"Quận Tân Bình, Hồ Chí Minh",9.65
50,4,"Quận Tân Bình, Hồ Chí Minh",8.9
79,0,"Quận Tân Bình, Hồ Chí Minh",12.9
66,4,"Quận Tân Bình, Hồ Chí Minh",9.8
123,14,"Quận Tân Bình, Hồ Chí Minh",25
26,2,"Quận Tân Bình, Hồ Chí Minh",3.98
77,5,"Quận Tân Bình, Hồ Chí Minh",8.3
50,0,"Quận Tân Bình, Hồ Chí Minh",7.5
56,3,"Quận Tân Bình, Hồ Chí Minh",3.69
36,1,"Quận Tân Bình, Hồ Chí Minh",2.9
